,hero,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,TEAM,WIN_LOSE,game_ID,Tournamets,Patch,Date
9,Morgana,Aphromoo,SUPPORT,,0,3,7,2.3,36,0,0,0.8,11945,281,15.1%,,45,15,9,,,1.06,0.21,0.35,,7057,490,6567,0,166,8.7%,0.16,58.3%,,0,0,0,0,349,-13,-149,0,,,,,,,,,,,,,,,,CLG,WIN ,2587,NA LCS Spring 2016,6.2,2016-02-13
0,Malphite,kfo,TOP,,1,0,6,Perfect KDA,179,5,0,5.7,11178,356,19.2%,,16,6,2,,,0.51,0.06,0.19,,6082,792,5290,0,193,10.2%,0.22,58.3%,,0,0,0,0,291,0,67,0,,,,,,,,,,,,,,,,Echo Fox,WIN,2586,NA LCS Spring 2016,6.2,2016-02-13
1,Elise,Hard,JUNGLE,,2,1,6,8,133,74,22,4.2,11639,370,20%,,29,20,9,,,0.92,0.29,0.64,,7471,444,6915,112,238,12.5%,0.25,66.7%,1,0,0,0,0,684,-3,719,1,,,,,,,,,,,,,,,,Echo Fox,WIN,2586,NA LCS Spring 2016,6.2,2016-02-13
2,Corki,Froggen,MID,,4,0,7,Perfect KDA,283,16,1,9,13944,444,23.9%,,19,6,8,,,0.6,0.25,0.19,,27487,6227,21260,0,874,46.1%,0.35,91.7%,1,0,0,0,0,1033,16,224,0,,,,,,,,,,,,,,,,Echo Fox,WIN,2586,NA LCS Spring 2016,6.2,2016-02-13
3,Caitlyn,KEITH,ADC,,5,1,3,8,218,11,2,6.9,13040,415,22.4%,,11,6,1,,,0.35,0.03,0.19,,17083,15793,630,660,543,28.6%,0.25,66.7%,,0,0,0,0,434,-5,17,0,,,,,,,,,,,,,,,,Echo Fox,WIN,2586,NA LCS Spring 2016,6.2,2016-02-13
4,Alistar,BIG,SUPPORT,,0,2,9,4.5,17,0,0,0.5,8452,269,14.5%,,40,8,7,,,1.27,0.22,0.25,,1511,460,1051,0,48,2.5%,0.29,75%,,0,0,0,0,-323,-10,-1178,-2,,,,,,,,,,,,,,,,Echo Fox,WIN,2586,NA LCS Spring 2016,6.2,2016-02-13
5,Quinn,Flaresz,TOP,,1,3,0,0.3,221,8,1,7,10437,332,21.4%,,6,6,1,,,0.19,0.03,0.19,,8811,7727,908,176,280,21.4%,0.03,25%,,0,0,0,0,-291,0,-67,0,,,,,,,,,,,,,,,,Renegades,LOSS ,2586,NA LCS Spring 2016,6.2,2016-02-13
6,Rek,Crumbzz,JUNGLE,,0,4,3,0.8,113,72,6,3.6,9416,300,19.3%,,25,14,6,,,0.8,0.19,0.45,,4677,1295,3274,108,149,11.4%,0.1,75%,,0,0,0,0,-684,3,-719,-1,,,,,,,,,,,,,,,,Renegades,LOSS ,2586,NA LCS Spring 2016,6.2,2016-02-13
7,Lulu,Alex Ich,MID,,1,1,2,3,249,7,0,7.9,10334,329,21.1%,,14,4,4,,,0.45,0.13,0.13,,7364,747,6617,0,234,17.9%,0.1,75%,,0,0,0,0,-1033,-16,-224,0,,,,,,,,,,,,,,,,Renegades,LOSS ,2586,NA LCS Spring 2016,6.2,2016-02-13
8,Kalista,Freeze,ADC,,1,1,3,4,249,29,0,7.9,10888,346,22.3%,,11,3,1,,,0.35,0.03,0.1,,14386,12389,1173,824,458,35%,0.13,100%,,0,0,0,0,-434,5,-17,0,,,,,,,,,,,,,,,,Renegades,LOSS ,2586,NA LCS Spring 2016,6.2,2016-02-13
9,Poppy,Hakuho,SUPPORT,,1,3,3,1.3,41,1,0,1.3,7802,248,16%,,32,9,6,,,1.02,0.19,0.29,,5851,4169,1072,610,186,14.2%,0.13,100%,,0,0,0,0,323,10,1178,2,,,,,,,,,,,,,,,,Renegades,LOSS ,2586,NA LCS Spring 2016,6.2,2016-02-13
0,Trundle,BillyBoss,TOP,,1,2,12,6.5,299,3,1,6.9,14638,338,18.8%,,25,3,5,,,0.58,0.12,0.07,,11126,6784,4342,0,257,11.5%,0.3,72.2%,,0,0,0,0,-339,-27,-866,0,,,,,,,,,,,,,,,,Dignitas,WIN,2563,NA LCS Spring 2016,6.2,2016-02-07
1,Nidalee,Kirei,JUNGLE,,3,4,8,2.8,186,90,22,4.3,14597,337,18.7%,,38,25,5,,,0.88,0.12,0.58,,16567,565,15922,80,382,17.2%,0.25,61.1%,,0,0,0,0,760,15,848,1,,,,,,,,,,,,,,,,Dignitas,WIN,2563,NA LCS Spring 2016,6.2,2016-02-07
2,Lulu,Shiphtur,MID,,4,0,10,Perfect KDA,326,30,1,7.5,16806,388,21.6%,,21,8,4,,,0.48,0.09,0.18,,19251,1188,17587,476,444,20%,0.32,77.8%,,1,0,0,0,-305,-22,-78,0,,,,,,,,,,,,,,,,Dignitas,WIN,2563,NA LCS Spring 2016,6.2,2016-02-07
3,Lucian,Apollo,ADC,,8,3,10,6,415,25,5,9.6,20172,465,25.9%,,20,10,4,,,0.46,0.09,0.23,,41596,36509,4226,861,960,43.1%,0.42,100%,,1,0,0,0,672,43,674,0,,,,,,,,,,,,,,,,Dignitas,WIN,2563,NA LCS Spring 2016,6.2,2016-02-07
4,Bard,KiWiKiD,SUPPORT,,2,1,13,15,32,1,0,0.7,11658,269,15%,,53,16,8,,,1.22,0.18,0.37,,7886,1681,5835,370,182,8.2%,0.35,83.3%,,0,0,0,0,-161,-19,44,0,,,,,,,,,,,,,,,,Dignitas,WIN,2563,NA LCS Spring 2016,6.2,2016-02-07
5,Ryze,solo,TOP,,0,3,2,0.7,337,8,3,7.8,15225,351,20.1%,,25,6,3,,,0.58,0.07,0.14,,5960,190,5670,100,137,7.6%,0.05,20%,,0,0,0,0,339,27,866,0,,,,,,,,,,,,,,,,Echo Fox,LOSS ,2563,NA LCS Spring 2016,6.2,2016-02-07
6,Elise,Hard,JUNGLE,,0,1,4,4,159,97,15,3.7,13962,322,18.4%,,26,26,6,,,0.6,0.14,0.6,,14648,858,13758,32,338,18.7%,0.09,40%,,0,0,0,0,-760,-15,-848,-1,,,,,,,,,,,,,,,,Echo Fox,LOSS ,2563,NA LCS Spring 2016,6.2,2016-02-07
7,Corki,Goldenglue,MID,,4,3,4,2.7,374,31,16,8.6,17584,406,23.2%,,30,14,5,,,0.69,0.12,0.32,,27227,5660,21392,175,628,34.8%,0.18,80%,,0,0,0,0,305,22,78,0,,,,,,,,,,,,,,,,Echo Fox,LOSS ,2563,NA LCS Spring 2016,6.2,2016-02-07
8,Kalista,LOD,ADC,,6,7,3,1.3,328,16,9,7.6,17284,399,22.8%,,11,6,1,,,0.25,0.02,0.14,,21430,19574,1240,616,494,27.4%,0.21,90%,,1,0,0,0,-672,-43,-674,0,,,,,,,,,,,,,,,,Echo Fox,LOSS ,2563,NA LCS Spring 2016,6.2,2016-02-07
9,Poppy,Stunt,SUPPORT,,0,4,10,2.5,69,1,0,1.6,11832,273,15.6%,,55,11,10,,,1.27,0.23,0.25,,8902,6665,1119,1118,205,11.4%,0.23,100%,,0,0,0,0,161,19,-44,0,,,,,,,,,,,,,,,,Echo Fox,LOSS ,2563,NA LCS Spring 2016,6.2,2016-02-07
0,Quinn,Feng,TOP,,1,5,1,0.4,147,1,0,6.2,6999,293,20.1%,,10,4,1,,,0.42,0.04,0.17,,7617,7242,375,0,319,21.2%,0.08,66.7%,,0,0,0,0,-1004,-12,-952,-1,,,,,,,,,,,,,,,,Team Impulse,LOSS,2562,NA LCS Spring 2016,6.2,2016-02-07
1,Elise,Procxin,JUNGLE,,0,2,0,0,89,60,2,3.7,6721,282,19.3%,,14,15,2,,,0.59,0.08,0.63,,3999,431,3512,56,168,11.2%,0,0%,,0,0,0,0,-1093,-16,-1061,-1,,,,,,,,,,,,,,,,Team Impulse,LOSS,2562,NA LCS Spring 2016,6.2,2016-02-07
2,Corki,Pirean,MID,,1,3,2,1,181,1,4,7.6,7823,328,22.5%,,11,6,3,,,0.46,0.13,0.25,,15699,1980,13719,0,658,43.8%,0.13,100%,,0,0,0,0,-557,20,-673,0,,,,,,,,,,,,,,,,Team Impulse,LOSS,2562,NA LCS Spring 2016,6.2,2016-02-07
3,Lucian,Mash,ADC,,0,3,1,0.3,192,9,0,8.1,7860,330,22.6%,,12,7,2,,,0.5,0.08,0.29,,4402,3732,670,0,185,12.3%,0.04,33.3%,,0,0,0,0,-1261,-9,176,0,,,,,,,,,,,,,,,,Team Impulse,LOSS,2562,NA LCS Spring 2016,6.2,2016-02-07
4,Bard,Gate,SUPPORT,,1,3,1,0.7,5,0,0,0.2,5376,225,15.5%,,21,5,3,,,0.88,0.13,0.21,,4143,1146,2637,360,174,11.6%,0.08,66.7%,,0,0,0,0,-983,-1,-764,-1,,,,,,,,,,,,,,,,Team Impulse,LOSS,2562,NA LCS Spring 2016,6.2,2016-02-07
5,Ryze,Darshan,TOP,,3,1,5,8,175,0,5,7.3,9896,415,20.9%,,13,3,5,,,0.55,0.21,0.13,,11650,57,11593,0,488,25.1%,0.34,50%,2,0,0,0,0,1004,12,952,1,,,,,,,,,,,,,,,,CLG,WIN ,2562,NA LCS Spring 2016,6.2,2016-02-07
6,Rek,Xmithie,JUNGLE,,1,0,4,Perfect KDA,116,65,20,4.9,8875,372,18.8%,,19,5,4,,,0.8,0.17,0.21,,6435,2710,3725,0,270,13.9%,0.21,31.3%,,0,0,0,0,1093,16,1061,1,,,,,,,,,,,,,,,,CLG,WIN ,2562,NA LCS Spring 2016,6.2,2016-02-07
7,Zed,Huhi,MID,,4,1,2,6,179,9,8,7.5,9613,403,20.3%,,15,3,3,,,0.63,0.13,0.13,,9421,8356,519,546,395,20.3%,0.25,37.5%,1,0,0,0,0,557,-20,673,0,,,,,,,,,,,,,,,,CLG,WIN ,2562,NA LCS Spring 2016,6.2,2016-02-07
8,Kalista,Stixxay,ADC,,7,1,5,12,214,3,2,9,11751,493,24.9%,,11,2,1,,,0.46,0.04,0.08,,13038,11525,597,916,547,28.1%,0.5,75%,1,1,0,0,0,1261,9,-176,0,,,,,,,,,,,,,,,,CLG,WIN ,2562,NA LCS Spring 2016,6.2,2016-02-07
9,Lulu,Aphromoo,SUPPORT,,1,0,9,Perfect KDA,6,0,0,0.3,7143,299,15.1%,,20,4,3,,,0.84,0.13,0.17,,5871,1012,4859,0,246,12.6%,0.42,62.5%,,0,0,0,0,983,1,764,1,,,,,,,,,,,,,,,,CLG,WIN ,2562,NA LCS Spring 2016,6.2,2016-02-07
0,Ryze,Flaresz,TOP,,5,5,6,2.2,282,0,1,7.3,14897,386,20.6%,,21,5,4,,,0.54,0.1,0.13,,17900,864,16836,200,464,15.7%,0.29,61.1%,2,0,0,0,0,1013,16,1561,2,,,,,,,,,,,,,,,,Renegades,LOSS,2561,NA LCS Spring 2016,6.2,2016-02-07
1,Nidalee,Crumbzz,JUNGLE,,3,7,7,1.4,171,68,29,4.4,14770,383,20.4%,,28,15,10,,,0.73,0.26,0.39,,16211,1067,14179,965,420,14.2%,0.26,55.6%,,1,0,0,0,251,11,375,1,,,,,,,,,,,,,,,,Renegades,LOSS,2561,NA LCS Spring 2016,6.2,2016-02-07
2,Orianna,Alex Ich,MID,,4,4,8,3,282,25,6,7.3,14617,379,20.2%,,13,3,3,,,0.34,0.08,0.08,,26920,1343,25577,0,698,23.6%,0.31,66.7%,,1,0,0,0,-380,-8,-302,-1,,,,,,,,,,,,,,,,Renegades,LOSS,2561,NA LCS Spring 2016,6.2,2016-02-07
3,Draven,Freeze,ADC,,5,3,10,5,290,25,4,7.5,17083,443,23.6%,,18,11,3,,,0.47,0.08,0.29,,46068,42654,1795,1619,1194,40.3%,0.39,83.3%,,1,0,0,0,1157,19,845,1,,,,,,,,,,,,,,,,Renegades,LOSS,2561,NA LCS Spring 2016,6.2,2016-02-07
4,Braum,Hakuho,SUPPORT,,1,9,11,1.3,48,0,0,1.2,10995,285,15.2%,,40,13,9,,,1.04,0.23,0.34,,7083,924,6159,0,184,6.2%,0.31,66.7%,,0,0,0,0,247,1,-102,0,,,,,,,,,,,,,,,,Renegades,LOSS,2561,NA LCS Spring 2016,6.2,2016-02-07
5,Fiora,Hauntzer,TOP,,8,5,12,4,272,13,1,7,16664,432,20.5%,,22,9,4,,,0.57,0.1,0.23,,20944,13822,2639,4483,543,20.9%,0.52,71.4%,,1,0,0,0,-1013,-16,-1561,-2,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2561,NA LCS Spring 2016,6.2,2016-02-07
6,Kindred,Svenskeren,JUNGLE,,2,5,17,3.8,139,58,21,3.6,13925,361,17.2%,,14,20,5,,,0.36,0.13,0.52,,19490,17881,357,1252,505,19.5%,0.49,67.9%,,0,0,0,0,-251,-11,-375,-1,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2561,NA LCS Spring 2016,6.2,2016-02-07
7,Lulu,Bjergsen,MID,,5,2,19,12,363,11,5,9.4,19556,507,24.1%,,15,4,2,,,0.39,0.05,0.1,,24243,1467,22651,125,628,24.2%,0.62,85.7%,,0,0,0,0,380,8,302,1,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2561,NA LCS Spring 2016,6.2,2016-02-07
8,Kalista,Doublelift,ADC,,13,4,10,5.8,318,21,19,8.2,19748,512,24.3%,,18,9,2,,,0.47,0.05,0.23,,32590,29621,1569,1400,845,32.6%,0.6,82.1%,1,1,0,1,0,-1157,-19,-845,-1,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2561,NA LCS Spring 2016,6.2,2016-02-07
9,Alistar,YellOwStaR,SUPPORT,,0,2,21,10.5,47,0,1,1.2,11259,292,13.9%,,50,4,12,,,1.3,0.31,0.1,,2800,644,2156,0,73,2.8%,0.54,75%,,0,0,0,0,-247,-1,102,0,,,,,,,,,,,,,,,,Team SoloMid,WIN ,2561,NA LCS Spring 2016,6.2,2016-02-07
0,Poppy,Balls,TOP,,1,0,8,Perfect KDA,221,12,1,7.4,12174,410,20.6%,,14,5,2,,,0.47,0.07,0.17,,9986,7544,2442,0,336,16.7%,0.3,64.3%,1,0,0,0,0,-393,-10,390,1,,,,,,,,,,,,,,,,Cloud 9,WIN,2560,NA LCS Spring 2016,6.2,2016-02-07
1,Nunu,Rush,JUNGLE,,0,2,13,6.5,97,51,20,3.3,10364,349,17.5%,,18,16,4,,,0.61,0.13,0.54,,3234,390,2844,0,109,5.4%,0.44,92.9%,,0,0,0,0,72,-6,-48,0,,,,,,,,,,,,,,,,Cloud 9,WIN,2560,NA LCS Spring 2016,6.2,2016-02-07
2,Orianna,Jensen,MID,,3,1,9,12,298,15,8,10,13694,461,23.2%,,10,3,3,,,0.34,0.1,0.1,,18746,559,17487,700,632,31.4%,0.4,85.7%,,0,0,0,0,1249,36,537,0,,,,,,,,,,,,,,,,Cloud 9,WIN,2560,NA LCS Spring 2016,6.2,2016-02-07
3,Kalista,Sneaky,ADC,,9,0,3,Perfect KDA,229,18,8,7.7,13938,470,23.6%,,15,4,3,,,0.51,0.1,0.13,,20259,18429,699,1131,683,33.9%,0.4,85.7%,,0,1,0,0,514,-9,-363,0,,,,,,,,,,,,,,,,Cloud 9,WIN,2560,NA LCS Spring 2016,6.2,2016-02-07
4,Morgana,Hai,SUPPORT,,1,0,10,Perfect KDA,14,1,0,0.5,8976,302,15.2%,,28,10,5,,,0.94,0.17,0.34,,7523,443,7080,0,253,12.6%,0.37,78.6%,,0,0,0,0,71,-2,784,1,,,,,,,,,,,,,,,,Cloud 9,WIN,2560,NA LCS Spring 2016,6.2,2016-02-07
5,Gangplank,Impact,TOP,,1,1,2,3,245,14,0,8.3,11817,398,25.9%,,14,4,4,,,0.47,0.13,0.13,,14261,8270,5002,989,480,33.9%,0.1,100%,,0,0,0,0,393,10,-390,-1,,,,,,,,,,,,,,,,NRG eSports,LOSS ,2560,NA LCS Spring 2016,6.2,2016-02-07
6,Rek,Moon,JUNGLE,,0,5,2,0.4,98,64,11,3.3,7801,263,17.1%,,18,16,4,,,0.61,0.13,0.54,,5602,1649,3921,32,189,13.3%,0.07,66.7%,,0,0,0,0,-72,6,48,0,,,,,,,,,,,,,,,,NRG eSports,LOSS ,2560,NA LCS Spring 2016,6.2,2016-02-07
7,Zilean,GBM,MID,,1,3,1,0.7,200,12,2,6.7,8988,303,19.7%,,4,6,3,,,0.13,0.1,0.2,,11547,573,10974,0,389,27.4%,0.07,66.7%,,0,0,0,0,-1249,-36,-537,0,,,,,,,,,,,,,,,,NRG eSports,LOSS ,2560,NA LCS Spring 2016,6.2,2016-02-07
8,Lucian,Altec,ADC,,1,2,1,1,240,5,0,8.1,10176,343,22.3%,,12,8,4,,,0.4,0.13,0.27,,8191,7346,845,0,276,19.5%,0.07,66.7%,,0,0,0,0,-514,9,363,0,,,,,,,,,,,,,,,,NRG eSports,LOSS ,2560,NA LCS Spring 2016,6.2,2016-02-07
9,Janna,Kwon,SUPPORT,,0,3,3,1,20,0,0,0.7,6806,229,14.9%,,44,17,13,,,1.48,0.44,0.57,,2484,552,1676,256,84,5.9%,0.1,100%,,0,0,0,0,-71,2,-784,-1,,,,,,,,,,,,,,,,NRG eSports,LOSS ,2560,NA LCS Spring 2016,6.2,2016-02-07
0,Ekko,Huni,TOP,,5,2,6,5.5,245,14,10,8.6,13680,483,23.9%,,11,7,1,,,0.39,0.04,0.25,,18707,3530,15027,150,660,26.5%,0.39,78.6%,1,0,0,0,0,1378,35,2031,2,,,,,,,,,,,,,,,,Immortals,WIN,2559,NA LCS Spring 2016,6.2,2016-02-07
1,Rek,Reignover,JUNGLE,,3,1,8,11,133,49,44,4.7,11152,394,19.5%,,29,24,3,,,1.02,0.11,0.85,,10960,4771,4595,1594,387,15.5%,0.39,78.6%,,0,0,0,0,1540,33,1939,2,,,,,,,,,,,,,,,,Immortals,WIN,2559,NA LCS Spring 2016,6.2,2016-02-07
2,Lulu,Pobelter,MID,,1,1,10,11,232,6,0,8.2,12211,431,21.4%,,14,9,3,,,0.49,0.11,0.32,,12615,1016,11599,0,445,17.9%,0.39,78.6%,,0,0,0,0,117,-14,272,1,,,,,,,,,,,,,,,,Immortals,WIN,2559,NA LCS Spring 2016,6.2,2016-02-07
3,Caitlyn,WildTurtle,ADC,,5,1,6,11,195,22,0,6.9,12197,430,21.3%,,11,4,1,,,0.39,0.04,0.14,,24882,22417,1161,1304,878,35.2%,0.39,78.6%,,1,0,0,0,-621,-26,88,0,,,,,,,,,,,,,,,,Immortals,WIN,2559,NA LCS Spring 2016,6.2,2016-02-07
4,Janna,Adrian,SUPPORT,,0,0,11,Perfect KDA,14,2,0,0.5,7951,281,13.9%,,30,9,5,,,1.06,0.18,0.32,,3484,1570,1914,0,123,4.9%,0.39,78.6%,,0,0,0,0,-40,-12,-54,-1,,,,,,,,,,,,,,,,Immortals,WIN,2559,NA LCS Spring 2016,6.2,2016-02-07
5,Maokai,Lourlo,TOP,,0,5,4,0.8,171,0,0,6,8101,286,18.9%,,18,2,4,,,0.64,0.14,0.07,,8152,934,7218,0,288,16.7%,0.14,80%,,0,0,0,0,-1378,-35,-2031,-2,,,,,,,,,,,,,,,,Team Liquid,LOSS ,2559,NA LCS Spring 2016,6.2,2016-02-07
6,Elise,Dardoch,JUNGLE,,1,1,3,4,87,54,6,3.1,8255,291,19.3%,,16,8,4,,,0.56,0.14,0.28,,11180,1030,9584,566,395,22.9%,0.14,80%,,0,0,0,0,-1540,-33,-1939,-2,,,,,,,,,,,,,,,,Team Liquid,LOSS ,2559,NA LCS Spring 2016,6.2,2016-02-07
7,Corki,FeniX,MID,,2,3,2,1.3,237,12,0,8.4,10064,355,23.5%,,10,1,2,,,0.35,0.07,0.04,,14068,2264,11804,0,497,28.8%,0.14,80%,,0,0,0,0,-117,14,-272,-1,,,,,,,,,,,,,,,,Team Liquid,LOSS ,2559,NA LCS Spring 2016,6.2,2016-02-07
8,Kalista,Piglet,ADC,,2,2,1,1.5,231,16,1,8.2,10383,366,24.3%,,14,6,1,,,0.49,0.04,0.21,,12032,11335,457,240,425,24.6%,0.11,60%,,0,0,0,0,621,26,-88,0,,,,,,,,,,,,,,,,Team Liquid,LOSS ,2559,NA LCS Spring 2016,6.2,2016-02-07
9,Alistar,Matt,SUPPORT,,0,3,4,1.3,22,0,0,0.8,5972,211,14%,,34,4,6,,,1.2,0.21,0.14,,3414,677,2255,482,120,7%,0.14,80%,,0,0,0,0,40,12,54,1,,,,,,,,,,,,,,,,Team Liquid,LOSS ,2559,NA LCS Spring 2016,6.2,2016-02-07
0,Malphite,Impact,TOP,,5,4,12,4.3,289,7,2,7.2,16449,407,21.2%,,20,4,2,,,0.5,0.05,0.1,,13051,3096,9930,25,323,17.8%,0.42,85%,,0,0,0,0,-1038,-16,-8,0,,,,,,,,,,,,,,,,NRG eSports,WIN,2558,NA LCS Spring 2016,6.2,2016-02-06
1,Rek,Moon,JUNGLE,,1,4,15,4,149,82,15,3.7,13674,339,17.7%,,37,28,9,,,0.92,0.22,0.69,,7137,2921,4216,0,177,9.7%,0.4,80%,,0,0,0,0,-611,-5,-925,-1,,,,,,,,,,,,,,,,NRG eSports,WIN,2558,NA LCS Spring 2016,6.2,2016-02-06
2,LeBlanc,GBM,MID,,9,3,5,4.7,248,22,1,6.1,16941,420,21.9%,,5,14,2,,,0.12,0.05,0.35,,32116,1408,30483,225,795,43.8%,0.35,70%,1,2,0,0,0,186,5,605,1,,,,,,,,,,,,,,,,NRG eSports,WIN,2558,NA LCS Spring 2016,6.2,2016-02-06
3,Corki,Altec,ADC,,4,0,8,Perfect KDA,426,36,6,10.5,19022,471,24.6%,,24,13,7,,,0.59,0.17,0.32,,17054,3691,12826,537,422,23.2%,0.3,60%,,0,0,0,0,967,15,235,0,,,,,,,,,,,,,,,,NRG eSports,WIN,2558,NA LCS Spring 2016,6.2,2016-02-06
4,Bard,Kwon,SUPPORT,,1,3,13,4.7,23,0,1,0.6,11354,281,14.7%,,61,19,18,,,1.51,0.45,0.47,,4024,776,2645,603,100,5.5%,0.35,70%,,0,0,0,0,463,0,-345,0,,,,,,,,,,,,,,,,NRG eSports,WIN,2558,NA LCS Spring 2016,6.2,2016-02-06
5,Graves,Feng,TOP,,7,6,4,1.8,287,41,4,7.1,15710,389,23.5%,,21,6,4,,,0.52,0.1,0.15,,23402,21298,2104,0,579,27.7%,0.27,78.6%,1,2,0,0,0,1038,16,8,0,,,,,,,,,,,,,,,,Team Impulse,LOSS ,2558,NA LCS Spring 2016,6.2,2016-02-06
6,Nidalee,Procxin,JUNGLE,,2,3,7,3,145,86,29,3.6,12894,319,19.3%,,30,11,7,,,0.74,0.17,0.27,,13630,770,12860,0,338,16.2%,0.22,64.3%,,0,0,0,0,611,5,925,1,,,,,,,,,,,,,,,,Team Impulse,LOSS ,2558,NA LCS Spring 2016,6.2,2016-02-06
7,Lissandra,Pirean,MID,,2,6,5,1.2,241,7,1,6,12893,319,19.3%,,23,8,4,,,0.57,0.1,0.2,,15524,642,13502,1380,384,18.4%,0.17,50%,,0,0,0,0,-186,-5,-605,-1,,,,,,,,,,,,,,,,Team Impulse,LOSS ,2558,NA LCS Spring 2016,6.2,2016-02-06
8,Ezreal,Mash,ADC,,1,1,10,11,328,27,0,8.1,14849,368,22.3%,,24,10,4,,,0.59,0.1,0.25,,24391,14219,8524,1648,604,28.9%,0.27,78.6%,,0,0,0,0,-967,-15,-235,0,,,,,,,,,,,,,,,,Team Impulse,LOSS ,2558,NA LCS Spring 2016,6.2,2016-02-06
9,Morgana,Gate,SUPPORT,,2,4,11,3.3,14,0,0,0.3,10381,257,15.6%,,45,12,10,,,1.11,0.25,0.3,,7430,732,5320,1378,184,8.8%,0.32,92.9%,,0,0,0,0,-463,0,345,0,,,,,,,,,,,,,,,,Team Impulse,LOSS ,2558,NA LCS Spring 2016,6.2,2016-02-06
0,Poppy,Hauntzer,TOP,,0,1,5,5,267,29,3,6.9,13775,356,19.7%,,20,6,2,,,0.52,0.05,0.15,,7846,5378,2468,0,203,16.2%,0.13,45.5%,,0,0,0,0,-165,-12,6,0,,,,,,,,,,,,,,,,Team SoloMid,WIN,2557,NA LCS Spring 2016,6.2,2016-02-06
1,Graves,Svenskeren,JUNGLE,,3,1,5,8,160,65,40,4.1,13695,354,19.6%,,23,15,5,,,0.59,0.13,0.39,,11780,10619,537,624,304,24.4%,0.21,72.7%,,0,0,0,0,790,26,1141,1,,,,,,,,,,,,,,,,Team SoloMid,WIN,2557,NA LCS Spring 2016,6.2,2016-02-06
2,Syndra,Bjergsen,MID,,4,0,2,Perfect KDA,380,25,10,9.8,16392,423,23.5%,,20,9,3,,,0.52,0.08,0.23,,11987,153,11743,91,309,24.8%,0.15,54.5%,,1,0,0,0,159,22,417,1,,,,,,,,,,,,,,,,Team SoloMid,WIN,2557,NA LCS Spring 2016,6.2,2016-02-06
3,Lucian,Doublelift,ADC,,4,2,3,3.5,334,12,11,8.6,15862,410,22.7%,,22,20,4,,,0.57,0.1,0.52,,15889,14529,1248,112,410,32.9%,0.18,63.6%,1,1,0,0,0,-102,13,516,1,,,,,,,,,,,,,,,,Team SoloMid,WIN,2557,NA LCS Spring 2016,6.2,2016-02-06
4,Alistar,YellOwStaR,SUPPORT,,0,2,10,5,30,0,2,0.8,10026,259,14.4%,,54,9,10,,,1.39,0.26,0.23,,845,106,739,0,22,1.7%,0.26,90.9%,,0,0,0,0,-327,2,-360,0,,,,,,,,,,,,,,,,Team SoloMid,WIN,2557,NA LCS Spring 2016,6.2,2016-02-06
5,Trundle,solo,TOP,,1,2,4,2.5,299,9,0,7.7,12942,334,21.7%,,23,6,5,,,0.59,0.13,0.15,,8789,6257,2532,0,227,21.6%,0.13,83.3%,,0,0,0,0,165,12,-6,0,,,,,,,,,,,,,,,,Echo Fox,LOSS ,2557,NA LCS Spring 2016,6.2,2016-02-06
6,Elise,Hard,JUNGLE,,0,2,5,2.5,124,82,4,3.2,10541,272,17.7%,,30,29,6,,,0.77,0.15,0.75,,8698,426,8172,100,225,21.4%,0.13,83.3%,,0,0,0,0,-790,-26,-1141,-1,,,,,,,,,,,,,,,,Echo Fox,LOSS ,2557,NA LCS Spring 2016,6.2,2016-02-06
7,Lux,Goldenglue,MID,,1,1,4,5,311,12,0,8,13957,360,23.4%,,23,8,5,,,0.59,0.13,0.21,,11466,414,11052,0,296,28.2%,0.13,83.3%,,0,0,0,0,-159,-22,-417,-1,,,,,,,,,,,,,,,,Echo Fox,LOSS ,2557,NA LCS Spring 2016,6.2,2016-02-06
8,Kalista,KEITH,ADC,,2,3,4,2,303,12,4,7.8,13448,347,22.6%,,14,13,3,,,0.36,0.08,0.34,,8964,7831,413,720,231,22%,0.15,100%,,0,0,0,0,102,-13,-516,-1,,,,,,,,,,,,,,,,Echo Fox,LOSS ,2557,NA LCS Spring 2016,6.2,2016-02-06
9,Thresh,BIG,SUPPORT,,2,3,4,2,23,0,1,0.6,8709,225,14.6%,,46,10,14,,,1.19,0.36,0.26,,2805,321,1662,822,72,6.9%,0.15,100%,,0,0,0,0,327,-2,360,0,,,,,,,,,,,,,,,,Echo Fox,LOSS ,2557,NA LCS Spring 2016,6.2,2016-02-06
