,hero,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,TEAM,WIN_LOSE,game_ID
0,Darius,ayel,TOP,,7,0,6,Perfect KDA,284,0,2,8.9,14484,456,23.6%,,19,5,5,,,0.6,0.16,0.16,,11504,9166,0,2338,362,19.4%,0.41,72.2%,,1,1,0,0,404,19,-120,0,,,,,,,,,,,,,,,,INTZ eSports,WIN,5812
1,Rengar,Turtle,JUNGLE,,2,4,12,3.5,129,71,40,4.1,11341,357,18.4%,,28,5,6,,,0.88,0.19,0.16,,6722,5296,1222,204,212,11.4%,0.44,77.8%,,0,0,0,0,-17,1,-84,0,,,,,,,,,,,,,,,,INTZ eSports,WIN,5812
2,Zed,Envy,MID,,4,3,9,4.3,245,2,2,7.7,13009,410,21.2%,,16,4,6,,,0.5,0.19,0.13,,16854,14276,1982,596,531,28.5%,0.41,72.2%,,0,0,0,0,85,12,507,0,,,,,,,,,,,,,,,,INTZ eSports,WIN,5812
3,Ashe,micaO,ADC,,5,1,9,14,273,7,3,8.6,14143,445,23%,,13,9,2,,,0.41,0.06,0.28,,20706,18061,1897,748,652,35%,0.44,77.8%,1,0,0,0,0,350,18,17,0,,,,,,,,,,,,,,,,INTZ eSports,WIN,5812
4,Karma,Jockster,SUPPORT,,0,2,13,6.5,15,0,1,0.5,8525,268,13.9%,,45,12,17,,,1.42,0.54,0.38,,3369,780,2589,0,106,5.7%,0.41,72.2%,,0,0,0,0,90,0,613,1,,,,,,,,,,,,,,,,INTZ eSports,WIN,5812
5,Maokai,yang,TOP,,2,3,2,1.3,250,4,16,7.9,10334,325,21.3%,,10,3,0,,,0.31,0,0.09,,9595,1022,8573,0,302,18.9%,0.13,40%,,1,0,0,0,-404,-19,120,0,,,,,,,,,,,,,,,,Keyd Stars,LOSS ,5812
6,Kha,Revolta,JUNGLE,,4,5,3,1.4,128,72,29,4,10054,316,20.7%,,30,10,13,,,0.94,0.41,0.31,,9578,8527,975,76,302,18.8%,0.22,70%,1,1,0,0,0,17,-1,84,0,,,,,,,,,,,,,,,,Keyd Stars,LOSS ,5812
7,LeBlanc,takeshi,MID,,3,4,4,1.8,234,2,0,7.4,11006,346,22.6%,,17,7,3,,,0.54,0.09,0.22,,16096,1437,13941,718,507,31.6%,0.22,70%,,0,0,0,0,-85,-12,-507,0,,,,,,,,,,,,,,,,Keyd Stars,LOSS ,5812
8,Jhin,esA,ADC,,0,3,5,1.7,234,0,0,7.4,10136,319,20.9%,,15,9,6,,,0.47,0.19,0.28,,13461,11072,2389,0,424,26.5%,0.16,50%,,0,0,0,0,-350,-18,-17,0,,,,,,,,,,,,,,,,Keyd Stars,LOSS ,5812
9,Lulu,Zirigui,SUPPORT,,1,3,4,1.7,13,0,0,0.4,7062,222,14.5%,,52,12,20,,,1.64,0.63,0.38,,2140,606,1534,0,67,4.2%,0.16,50%,,0,0,0,0,-90,0,-613,-1,,,,,,,,,,,,,,,,Keyd Stars,LOSS ,5812
0,Maokai,ayel,TOP,,1,1,5,6,213,0,0,6.7,11580,364,19.1%,,17,2,6,,,0.53,0.19,0.06,,8942,849,8093,0,281,18.6%,0.19,54.5%,,0,0,0,0,-237,-15,136,0,,,,,,,,,,,,,,,,INTZ eSports,WIN,5696
1,Rengar,Turtle,JUNGLE,,2,1,5,7,157,82,46,4.9,11800,371,19.5%,,24,6,6,,,0.76,0.19,0.19,,3986,2903,999,84,125,8.3%,0.22,63.6%,1,1,0,0,0,1133,12,429,1,,,,,,,,,,,,,,,,INTZ eSports,WIN,5696
2,Jayce,Envy,MID,,6,0,3,Perfect KDA,313,9,5,9.8,15237,479,25.1%,,16,7,4,,,0.5,0.13,0.22,,20619,17297,2961,361,649,42.9%,0.28,81.8%,,1,0,0,0,546,3,372,0,,,,,,,,,,,,,,,,INTZ eSports,WIN,5696
3,Jhin,micaO,ADC,,2,1,8,10,265,2,10,8.3,13116,413,21.6%,,12,7,2,,,0.38,0.06,0.22,,10156,8063,2093,0,320,21.2%,0.31,90.9%,,0,0,0,0,54,-3,-371,0,,,,,,,,,,,,,,,,INTZ eSports,WIN,5696
4,Malzahar,Jockster,SUPPORT,,0,2,7,3.5,25,0,0,0.8,8903,280,14.7%,,49,5,21,,,1.54,0.66,0.16,,4315,925,3390,0,136,9%,0.22,63.6%,,0,0,0,0,46,3,110,0,,,,,,,,,,,,,,,,INTZ eSports,WIN,5696
5,Shen,Mylon,TOP,,0,3,3,1,254,0,0,8,10482,330,21%,,16,9,5,,,0.5,0.16,0.28,,6404,3451,2953,0,201,14.4%,0.09,60%,,0,0,0,0,237,15,-136,0,,,,,,,,,,,,,,,,Pain Gaming,LOSS ,5696
6,Graves,SirThulio,JUNGLE,,3,3,1,1.3,169,73,55,5.3,10411,328,20.8%,,16,8,11,,,0.5,0.35,0.25,,8002,7205,509,288,252,17.9%,0.13,80%,,0,0,0,0,-1133,-12,-429,-1,,,,,,,,,,,,,,,,Pain Gaming,LOSS ,5696
7,Corki,Kami,MID,,2,1,1,3,279,26,1,8.8,11349,357,22.7%,,11,1,0,,,0.35,0,0.03,,10836,1438,9398,0,341,24.3%,0.09,60%,,0,0,0,0,-546,-3,-372,0,,,,,,,,,,,,,,,,Pain Gaming,LOSS ,5696
8,Varus,Matsukaze,ADC,,0,1,2,2,237,0,0,7.5,10044,316,20.1%,,11,7,1,,,0.35,0.03,0.22,,11135,10768,367,0,350,25%,0.06,40%,,0,0,0,0,-54,3,371,0,,,,,,,,,,,,,,,,Pain Gaming,LOSS ,5696
9,Zyra,Loop,SUPPORT,,0,3,3,1,24,1,0,0.8,7714,243,15.4%,,51,16,13,,,1.6,0.41,0.5,,8247,802,7445,0,259,18.5%,0.09,60%,,0,0,0,0,-46,-3,-110,0,,,,,,,,,,,,,,,,Pain Gaming,LOSS ,5696
0,Shen,yang,TOP,,2,2,4,3,373,9,19,9.3,16577,415,22%,,19,7,1,,,0.48,0.03,0.18,,8834,5619,3215,0,221,13.8%,0.15,42.9%,,0,0,0,0,184,21,833,1,,,,,,,,,,,,,,,,Keyd Stars,WIN,5694
1,Ivern,Revolta,JUNGLE,,2,1,9,11,133,83,30,3.3,14442,362,19.2%,,23,16,15,,,0.58,0.38,0.4,,7523,2103,4605,815,189,11.8%,0.28,78.6%,,0,0,0,0,913,9,654,0,,,,,,,,,,,,,,,,Keyd Stars,WIN,5694
2,Ryze,takeshi,MID,,4,1,3,7,357,1,14,8.9,16756,420,22.3%,,19,17,5,,,0.48,0.13,0.43,,9894,331,9273,290,248,15.5%,0.18,50%,,1,0,0,0,-258,-8,88,0,,,,,,,,,,,,,,,,Keyd Stars,WIN,5694
3,Varus,esA,ADC,,4,2,7,5.5,328,0,0,8.2,16220,407,21.6%,,21,18,7,,,0.53,0.18,0.45,,29785,27052,1940,793,746,46.7%,0.28,78.6%,,0,0,0,0,-500,0,-21,0,,,,,,,,,,,,,,,,Keyd Stars,WIN,5694
4,Malzahar,Zirigui,SUPPORT,,2,4,5,1.8,26,1,1,0.7,11223,281,14.9%,,66,14,21,,,1.65,0.53,0.35,,7796,1281,5203,1312,195,12.2%,0.18,50%,1,0,0,0,0,75,-3,23,0,,,,,,,,,,,,,,,,Keyd Stars,WIN,5694
5,Gangplank,Zantins,TOP,,4,2,2,3,414,20,17,10.4,18592,466,26.8%,,19,6,5,,,0.48,0.13,0.15,,21719,15668,5467,584,544,27.3%,0.15,60%,,1,0,0,0,-184,-21,-833,-1,,,,,,,,,,,,,,,,KaBuM! e-Sports,LOSS ,5694
6,Kha,Danagorn,JUNGLE,,1,4,4,1.3,154,76,50,3.9,11324,284,16.3%,,25,8,10,,,0.63,0.25,0.2,,7472,6274,1090,108,187,9.4%,0.13,50%,,0,0,0,0,-913,-9,-654,0,,,,,,,,,,,,,,,,KaBuM! e-Sports,LOSS ,5694
7,Corki,Vash,MID,,0,2,5,2.5,374,19,0,9.4,14240,357,20.6%,,23,14,8,,,0.58,0.2,0.35,,15873,2355,13443,75,398,20%,0.13,50%,,0,0,0,0,258,8,-88,0,,,,,,,,,,,,,,,,KaBuM! e-Sports,LOSS ,5694
8,Jhin,TheFoxz,ADC,,5,3,5,3.3,283,1,0,7.1,14282,358,20.6%,,16,3,5,,,0.4,0.13,0.08,,19472,15764,3676,32,488,24.5%,0.25,100%,,0,0,0,0,500,0,21,0,,,,,,,,,,,,,,,,KaBuM! e-Sports,LOSS ,5694
9,Miss Fortune,Riyev,SUPPORT,,0,4,9,2.3,59,0,0,1.5,10854,272,15.7%,,46,29,14,,,1.15,0.35,0.73,,14999,6281,8718,0,376,18.9%,0.23,90%,,0,0,0,0,-75,3,-23,0,,,,,,,,,,,,,,,,KaBuM! e-Sports,LOSS ,5694
0,Shen,Robo,TOP,,1,1,5,6,372,2,18,9.3,15881,396,21%,,22,3,3,,,0.55,0.07,0.07,,16201,7231,8850,120,404,18.9%,0.15,75%,,0,0,0,0,-56,-2,369,0,,,,,,,,,,,,,,,,Red Canids,WIN,5692
1,Olaf,Nappon,JUNGLE,,1,0,4,Perfect KDA,152,75,36,3.8,12938,323,17.1%,,24,15,8,,,0.6,0.2,0.37,,6869,5031,211,1627,171,8%,0.12,62.5%,,0,0,0,0,-137,14,-1145,-1,,,,,,,,,,,,,,,,Red Canids,WIN,5692
2,Cassiopeia,Tockers,MID,,2,3,4,2,338,7,4,8.4,16098,401,21.3%,,23,12,5,,,0.57,0.12,0.3,,22644,154,20765,1725,564,26.4%,0.15,75%,1,0,0,0,0,199,13,464,1,,,,,,,,,,,,,,,,Red Canids,WIN,5692
3,Varus,brTT,ADC,,4,0,2,Perfect KDA,420,3,2,10.5,18825,469,24.9%,,15,3,5,,,0.37,0.12,0.07,,30978,28405,1009,1564,772,36.2%,0.15,75%,,0,0,0,0,1326,35,793,1,,,,,,,,,,,,,,,,Red Canids,WIN,5692
4,Zyra,Dioud,SUPPORT,,0,0,5,Perfect KDA,32,0,0,0.8,11752,293,15.6%,,50,23,18,,,1.25,0.45,0.57,,8936,757,7545,634,223,10.4%,0.12,62.5%,,0,0,0,0,316,-16,76,0,,,,,,,,,,,,,,,,Red Canids,WIN,5692
5,Maokai,LEP,TOP,,0,0,3,Perfect KDA,369,4,1,9.2,14233,355,22.5%,,16,2,2,,,0.4,0.05,0.05,,14126,2069,12057,0,352,24.9%,0.07,75%,,0,0,0,0,56,2,-369,0,,,,,,,,,,,,,,,,CNB e-Sports Club,LOSS ,5692
6,Ivern,Minerva,JUNGLE,,0,2,3,1.5,112,74,7,2.8,10623,265,16.8%,,43,20,14,,,1.07,0.35,0.5,,4426,1106,2584,736,110,7.8%,0.07,75%,,0,0,0,0,137,-14,1145,1,,,,,,,,,,,,,,,,CNB e-Sports Club,LOSS ,5692
7,Azir,Tinowns,MID,,3,1,1,4,402,20,13,10,15256,380,24.1%,,14,10,3,,,0.35,0.07,0.25,,22618,557,21940,121,564,39.9%,0.1,100%,,1,0,0,0,-199,-13,-464,-1,,,,,,,,,,,,,,,,CNB e-Sports Club,LOSS ,5692
8,Caitlyn,pbO,ADC,,1,2,0,0.5,366,11,2,9.1,14271,356,22.6%,,15,6,5,,,0.37,0.12,0.15,,12834,11576,484,774,320,22.7%,0.02,25%,,0,0,0,0,-1326,-35,-793,-1,,,,,,,,,,,,,,,,CNB e-Sports Club,LOSS ,5692
9,Tahm Kench,Wos,SUPPORT,,0,3,3,1,51,0,0,1.3,8860,221,14%,,50,10,14,,,1.25,0.35,0.25,,2624,123,2501,0,65,4.6%,0.07,75%,,0,0,0,0,-316,16,-76,0,,,,,,,,,,,,,,,,CNB e-Sports Club,LOSS ,5692
0,Poppy,Aoshi,TOP,,2,0,1,Perfect KDA,276,3,14,8.1,12953,379,19.8%,,17,6,2,,,0.5,0.06,0.18,,5619,3969,1650,0,164,10%,0.09,25%,,0,0,0,0,40,-9,459,0,,,,,,,,,,,,,,,,Operation Kino,WIN,5690
1,Rek,Ranger,JUNGLE,,4,1,2,6,178,57,79,5.2,13290,388,20.3%,,29,8,6,,,0.85,0.18,0.23,,7074,3160,3730,184,207,12.6%,0.18,50%,,1,0,0,0,278,17,676,1,,,,,,,,,,,,,,,,Operation Kino,WIN,5690
2,Syndra,dyNquedo,MID,,0,0,4,Perfect KDA,323,10,1,9.4,13881,406,21.2%,,16,6,7,,,0.47,0.2,0.18,,13339,640,12069,630,390,23.7%,0.12,33.3%,,0,0,0,0,679,16,345,0,,,,,,,,,,,,,,,,Operation Kino,WIN,5690
3,Varus,LUSKKA,ADC,,2,1,8,10,276,7,1,8.1,14297,418,21.9%,,15,2,2,,,0.44,0.06,0.06,,23189,22184,975,30,678,41.2%,0.29,83.3%,,0,0,0,0,1371,15,1032,1,,,,,,,,,,,,,,,,Operation Kino,WIN,5690
4,Malzahar,BocaJR,SUPPORT,,4,0,4,Perfect KDA,32,2,0,0.9,10963,320,16.8%,,47,23,19,,,1.37,0.56,0.67,,7024,1679,5345,0,205,12.5%,0.23,66.7%,,2,0,0,0,1408,-2,1650,1,,,,,,,,,,,,,,,,Operation Kino,WIN,5690
5,Jayce,Thulz,TOP,,1,3,0,0.3,289,6,0,8.4,11429,334,21.6%,,13,4,0,,,0.38,0,0.12,,12517,10948,1569,0,366,28.3%,0.03,50%,,0,0,0,0,-40,9,-459,0,,,,,,,,,,,,,,,,Remo Brave e-Sports,LOSS ,5690
6,Ivern,4LaN,JUNGLE,,0,2,2,1,101,72,18,3,9611,281,18.2%,,26,8,9,,,0.76,0.26,0.23,,3364,199,2292,873,98,7.6%,0.06,100%,,0,0,0,0,-278,-17,-676,-1,,,,,,,,,,,,,,,,Remo Brave e-Sports,LOSS ,5690
7,Ekko,evr0t,MID,,0,0,0,Perfect KDA,338,1,0,9.9,12464,364,23.6%,,14,6,3,,,0.41,0.09,0.18,,4068,456,3512,100,119,9.2%,0,0%,,0,0,0,0,-679,-16,-345,0,,,,,,,,,,,,,,,,Remo Brave e-Sports,LOSS ,5690
8,Ashe,Sarkis,ADC,,1,4,0,0.3,266,0,0,7.8,10892,318,20.6%,,15,4,4,,,0.44,0.12,0.12,,9355,8155,1200,0,273,21.2%,0.03,50%,,0,0,0,0,-1371,-15,-1032,-1,,,,,,,,,,,,,,,,Remo Brave e-Sports,LOSS ,5690
9,Miss Fortune,Cabu,SUPPORT,,0,3,1,0.3,46,0,0,1.3,8502,248,16.1%,,41,12,4,,,1.2,0.12,0.35,,14906,5028,9774,104,436,33.7%,0.03,50%,,0,0,0,0,-1408,2,-1650,-1,,,,,,,,,,,,,,,,Remo Brave e-Sports,LOSS ,5690
0,Jayce,yang,TOP,,5,2,8,6.5,441,0,13,7.8,22312,393,21.6%,,22,12,1,,,0.39,0.02,0.21,,41027,35286,4841,900,723,27.8%,0.23,81.3%,1,1,0,0,0,1854,21,1117,1,,,,,,,,,,,,,,,,Keyd Stars,WIN,5594
1,Elise,Revolta,JUNGLE,,3,3,6,3,250,121,74,4.4,19568,345,18.9%,,46,36,14,,,0.81,0.25,0.63,,23772,1055,20121,2596,419,16.1%,0.16,56.3%,,0,0,0,0,692,6,-229,0,,,,,,,,,,,,,,,,Keyd Stars,WIN,5594
2,Ekko,takeshi,MID,,5,6,6,1.8,539,6,4,9.5,24559,433,23.8%,,26,8,3,,,0.46,0.05,0.14,,27857,2529,24429,899,491,18.9%,0.19,68.8%,1,1,0,0,0,685,11,658,1,,,,,,,,,,,,,,,,Keyd Stars,WIN,5594
3,Varus,esA,ADC,,3,3,8,3.7,500,7,3,8.8,22969,405,22.2%,,27,16,4,,,0.48,0.07,0.28,,49821,45362,2859,1600,878,33.7%,0.19,68.8%,,0,0,0,0,352,-3,0,0,,,,,,,,,,,,,,,,Keyd Stars,WIN,5594
4,Karma,Zirigui,SUPPORT,,0,2,12,6,36,0,0,0.6,13975,246,13.5%,,95,29,30,,,1.67,0.53,0.51,,5257,508,3509,1240,93,3.6%,0.21,75%,,0,0,0,0,365,-4,507,0,,,,,,,,,,,,,,,,Keyd Stars,WIN,5594
5,Maokai,Aoshi,TOP,,3,4,2,1.3,404,4,2,7.1,19830,349,20.2%,,28,14,2,,,0.49,0.04,0.25,,21837,3873,17634,330,385,21.4%,0.09,31.3%,2,0,0,0,0,-1854,-21,-1117,-1,,,,,,,,,,,,,,,,Operation Kino,LOSS ,5594
6,Lee Sin,Ranger,JUNGLE,,2,4,9,2.8,256,109,70,4.5,18405,324,18.8%,,77,19,9,,,1.36,0.16,0.33,,15751,13195,2118,438,277,15.5%,0.19,68.8%,1,0,0,0,0,-692,-6,229,0,,,,,,,,,,,,,,,,Operation Kino,LOSS ,5594
7,Viktor,dyNquedo,MID,,5,1,3,8,533,15,2,9.4,23190,409,23.6%,,17,12,5,,,0.3,0.09,0.21,,23956,200,23271,485,422,23.5%,0.14,50%,1,1,0,0,0,-685,-11,-658,-1,,,,,,,,,,,,,,,,Operation Kino,LOSS ,5594
8,Jhin,LUSKKA,ADC,,5,3,5,3.3,483,19,1,8.5,22360,394,22.8%,,22,13,4,,,0.39,0.07,0.23,,30011,24168,5247,596,529,29.4%,0.18,62.5%,,0,0,0,0,-352,3,0,0,,,,,,,,,,,,,,,,Operation Kino,LOSS ,5594
9,Malzahar,BocaJR,SUPPORT,,1,4,9,2.5,38,0,0,0.7,14291,252,14.6%,,94,19,29,,,1.66,0.51,0.33,,10352,1864,7683,805,182,10.2%,0.18,62.5%,,0,0,0,0,-365,4,-507,0,,,,,,,,,,,,,,,,Operation Kino,LOSS ,5594
0,Nautilus,Thulz,TOP,,0,1,2,2,302,5,8,8.9,10759,317,19.8%,,9,2,1,,,0.27,0.03,0.06,,7313,2175,5138,0,216,13.6%,0.06,20%,,0,0,0,0,-617,-12,-931,-1,,,,,,,,,,,,,,,,Remo Brave e-Sports,LOSS,5592
1,Ivern,4LaN,JUNGLE,,4,2,4,4,110,47,28,3.2,10513,310,19.4%,,25,11,5,,,0.74,0.15,0.32,,10338,4063,4774,1501,305,19.2%,0.24,80%,1,0,0,0,0,1009,0,275,0,,,,,,,,,,,,,,,,Remo Brave e-Sports,LOSS,5592
2,Orianna,evr0t,MID,,3,2,0,1.5,288,6,0,8.5,12136,358,22.4%,,12,1,2,,,0.35,0.06,0.03,,13449,495,12954,0,397,25%,0.09,30%,,0,0,0,0,87,-21,-996,-1,,,,,,,,,,,,,,,,Remo Brave e-Sports,LOSS,5592
3,Varus,Sarkis,ADC,,2,3,5,2.3,259,1,0,7.6,11824,349,21.8%,,14,9,3,,,0.41,0.09,0.27,,17445,15857,1498,90,514,32.4%,0.21,70%,,0,0,0,0,1532,19,311,0,,,,,,,,,,,,,,,,Remo Brave e-Sports,LOSS,5592
4,Karma,Cabu,SUPPORT,,1,3,5,2,38,0,0,1.1,9040,267,16.7%,,42,18,9,,,1.24,0.27,0.53,,5257,969,3965,323,155,9.8%,0.18,60%,,0,0,0,0,1585,7,551,0,,,,,,,,,,,,,,,,Remo Brave e-Sports,LOSS,5592
5,Illaoi,ayel,TOP,,2,1,1,3,348,0,1,10.3,15088,445,23.6%,,16,2,5,,,0.47,0.15,0.06,,20181,19126,613,442,595,38.7%,0.09,27.3%,1,0,0,0,0,617,12,931,1,,,,,,,,,,,,,,,,INTZ eSports,WIN ,5592
6,Rek,Turtle,JUNGLE,,2,2,5,3.5,112,51,30,3.3,11140,328,17.5%,,27,17,7,,,0.8,0.21,0.5,,4736,2805,1835,96,140,9.1%,0.21,63.6%,,0,0,0,0,-1009,0,-275,0,,,,,,,,,,,,,,,,INTZ eSports,WIN ,5592
7,Ahri,Envy,MID,,3,5,6,1.8,311,5,10,9.2,14489,427,22.7%,,14,1,2,,,0.41,0.06,0.03,,13283,1498,9147,2638,392,25.5%,0.27,81.8%,2,0,0,0,0,-87,21,996,1,,,,,,,,,,,,,,,,INTZ eSports,WIN ,5592
8,Jhin,micaO,ADC,,4,0,2,Perfect KDA,287,4,7,8.5,14340,423,22.5%,,13,3,3,,,0.38,0.09,0.09,,12101,9905,2078,118,357,23.2%,0.18,54.5%,,0,0,0,0,-1532,-19,-311,0,,,,,,,,,,,,,,,,INTZ eSports,WIN ,5592
9,Janna,Jockster,SUPPORT,,0,2,7,3.5,9,0,0,0.3,8773,259,13.7%,,44,9,17,,,1.3,0.5,0.27,,1865,433,1432,0,55,3.6%,0.21,63.6%,,0,0,0,0,-1585,-7,-551,0,,,,,,,,,,,,,,,,INTZ eSports,WIN ,5592
0,Renekton,Robo,TOP,,1,2,5,3,398,16,24,8.8,17871,394,21.5%,,27,8,4,,,0.59,0.09,0.18,,18347,11456,4311,2580,404,19.1%,0.13,50%,,0,0,0,0,669,23,170,0,,,,,,,,,,,,,,,,Red Canids,WIN,5590
1,Olaf,Nappon,JUNGLE,,3,0,6,Perfect KDA,189,59,67,4.2,15380,339,18.5%,,27,16,9,,,0.59,0.2,0.35,,14840,9948,808,4084,327,15.5%,0.2,75%,,0,0,0,0,441,21,260,0,,,,,,,,,,,,,,,,Red Canids,WIN,5590
2,Malzahar,Tockers,MID,,3,4,5,2,324,8,12,7.1,17622,388,21.2%,,26,3,8,,,0.57,0.18,0.07,,32861,2277,29109,1475,724,34.2%,0.18,66.7%,,0,0,0,0,-564,-18,85,0,,,,,,,,,,,,,,,,Red Canids,WIN,5590
3,Jhin,brTT,ADC,,5,1,4,9,396,10,4,8.7,20131,443,24.3%,,16,5,5,,,0.35,0.11,0.11,,27191,21971,4279,941,599,28.3%,0.2,75%,,0,1,0,0,364,11,403,1,,,,,,,,,,,,,,,,Red Canids,WIN,5590
4,Karma,Dioud,SUPPORT,,0,1,8,8,51,0,0,1.1,11936,263,14.4%,,65,36,20,,,1.43,0.44,0.79,,2757,236,2521,0,61,2.9%,0.18,66.7%,,0,0,0,0,64,10,-87,0,,,,,,,,,,,,,,,,Red Canids,WIN,5590
5,Poppy,Zantins,TOP,,1,1,1,2,350,9,0,7.7,14975,330,21.1%,,27,3,6,,,0.59,0.13,0.07,,12374,8244,4130,0,273,14.6%,0.04,25%,,0,0,0,0,-669,-23,-170,0,,,,,,,,,,,,,,,,KaBuM! e-Sports,LOSS ,5590
6,Elise,Danagorn,JUNGLE,,0,5,4,0.8,170,59,29,3.7,12635,278,17.8%,,35,17,7,,,0.77,0.15,0.37,,16678,518,16160,0,367,19.7%,0.09,50%,,0,0,0,0,-441,-21,-260,0,,,,,,,,,,,,,,,,KaBuM! e-Sports,LOSS ,5590
7,Ryze,Vash,MID,,4,2,3,3.5,350,13,1,7.7,15920,351,22.4%,,24,5,4,,,0.53,0.09,0.11,,16654,634,15945,75,367,19.7%,0.15,87.5%,1,0,0,0,0,564,18,-85,0,,,,,,,,,,,,,,,,KaBuM! e-Sports,LOSS ,5590
8,Ashe,TheFoxz,ADC,,1,1,3,4,378,11,9,8.3,15703,346,22.1%,,15,7,1,,,0.33,0.02,0.15,,17823,16286,1207,330,393,21.1%,0.09,50%,,0,0,0,0,-364,-11,-403,-1,,,,,,,,,,,,,,,,KaBuM! e-Sports,LOSS ,5590
9,Zyra,Riyev,SUPPORT,,2,3,3,1.7,37,0,0,0.8,11842,261,16.7%,,51,20,11,,,1.12,0.24,0.44,,21138,569,20494,75,466,25%,0.11,62.5%,,0,0,0,0,-64,-10,87,0,,,,,,,,,,,,,,,,KaBuM! e-Sports,LOSS ,5590
0,Maokai,LEP,TOP,,1,5,2,0.6,288,9,32,6.7,13780,319,19.5%,,15,5,3,,,0.35,0.07,0.12,,11192,1151,10041,0,259,12.4%,0.07,50%,,0,0,0,0,-440,-23,-1542,-1,,,,,,,,,,,,,,,,CNB e-Sports Club,LOSS,5588
1,Graves,Minerva,JUNGLE,,1,2,2,1.5,247,97,43,5.7,14444,334,20.4%,,56,19,15,,,1.3,0.35,0.44,,15357,12992,2229,136,355,17%,0.07,50%,,0,0,0,0,-107,-3,-327,-1,,,,,,,,,,,,,,,,CNB e-Sports Club,LOSS,5588
2,Corki,Tinowns,MID,,3,2,3,3,387,24,6,9,17191,398,24.3%,,20,9,4,,,0.46,0.09,0.21,,31557,3627,27740,190,730,34.9%,0.14,100%,1,0,0,0,0,135,-4,-188,0,,,,,,,,,,,,,,,,CNB e-Sports Club,LOSS,5588
3,Varus,pbO,ADC,,1,3,3,1.3,345,17,0,8,14895,345,21%,,18,2,7,,,0.42,0.16,0.05,,20592,18415,2177,0,477,22.7%,0.09,66.7%,,0,0,0,0,25,-9,-35,0,,,,,,,,,,,,,,,,CNB e-Sports Club,LOSS,5588
4,Zyra,Wos,SUPPORT,,0,3,4,1.3,33,0,2,0.8,10516,243,14.8%,,53,22,16,,,1.23,0.37,0.51,,11843,365,11478,0,274,13.1%,0.09,66.7%,,0,0,0,0,67,-5,-574,0,,,,,,,,,,,,,,,,CNB e-Sports Club,LOSS,5588
5,Shen,Mylon,TOP,,3,2,9,6,339,2,8,7.8,15939,369,20.7%,,22,11,4,,,0.51,0.09,0.25,,16595,7445,8156,994,384,19.4%,0.28,80%,,1,0,0,0,440,23,1542,1,,,,,,,,,,,,,,,,Pain Gaming,WIN ,5588
6,Olaf,SirThulio,JUNGLE,,4,1,9,13,221,102,75,5.1,15076,349,19.6%,,30,14,5,,,0.69,0.12,0.32,,17278,10846,1144,5288,400,20.2%,0.3,86.7%,,0,0,0,0,107,3,327,1,,,,,,,,,,,,,,,,Pain Gaming,WIN ,5588
7,Karma,Kami,MID,,3,1,9,12,363,20,3,8.4,16857,390,21.9%,,21,5,4,,,0.49,0.09,0.12,,22555,602,21323,630,522,26.4%,0.28,80%,,0,0,0,0,-135,4,188,0,,,,,,,,,,,,,,,,Pain Gaming,WIN ,5588
8,Ashe,Matsukaze,ADC,,5,1,4,9,337,11,0,7.8,16692,386,21.7%,,15,7,2,,,0.35,0.05,0.16,,13580,8541,3686,1353,314,15.9%,0.21,60%,,0,0,0,0,-25,9,35,0,,,,,,,,,,,,,,,,Pain Gaming,WIN ,5588
9,Miss Fortune,Loop,SUPPORT,,0,1,11,11,71,0,0,1.6,12345,286,16.1%,,75,38,23,,,1.74,0.53,0.88,,15490,6540,6880,2070,359,18.1%,0.25,73.3%,,0,0,0,0,-67,5,574,0,,,,,,,,,,,,,,,,Pain Gaming,WIN ,5588
0,Nautilus,Aoshi,TOP,,0,4,12,3,482,2,10,7.7,22102,355,19.8%,,31,6,1,,,0.5,0.02,0.1,,19047,4092,14640,315,306,13.7%,0.19,70.6%,,0,0,0,0,-376,-7,-457,0,,,,,,,,,,,,,,,,Operation Kino,WIN,5514
1,Rek,Ranger,JUNGLE,,1,7,12,1.9,480,132,110,7.7,23863,383,21.3%,,63,19,13,,,1.01,0.21,0.31,,26560,18669,5782,2109,427,19.1%,0.21,76.5%,,0,0,0,0,-224,32,270,0,,,,,,,,,,,,,,,,Operation Kino,WIN,5514
2,Orianna,dyNquedo,MID,,10,2,6,8,489,9,1,7.9,24952,401,22.3%,,19,8,3,,,0.31,0.05,0.13,,36845,1434,35078,333,592,26.5%,0.26,94.1%,,1,0,0,0,-603,-5,-1068,-1,,,,,,,,,,,,,,,,Operation Kino,WIN,5514
